K12L26A 15.7   0.15 K14C9 255.72901  320.70575  215.57580   12.11574  0.1796961  0.21981348   2.7191500  1 E2014-U41    42   5 1996-2014 0.44 M-v 38h MPCADO     0400          2012 LA26          20141022
K13AF7C 17.2   0.15 K14C9 129.23170  321.07004  149.30467   15.88077  0.0212981  0.17613356   3.1519160  4 E2014-U41    31   2 2008-2013 0.24 M-v 38h MPCW       0000          2013 AC157         20130107
K13GC3L 17.7   0.15 K14C9  71.80825  251.08112   78.11532    7.46193  0.1445567  0.28788021   2.2715808  1 E2014-U41    38   4 2007-2014 0.36 M-v 38h MPCADO     0000          2013 GL123         20141023
K13H51D 18.2   0.15 K14C9  40.28904  113.56569  241.94272    4.25508  0.1801824  0.28799561   2.2709739  2 E2014-U41    53   4 2000-2014 0.37 M-v 38h MPCADO     0000          2013 HD51          20141023
K13H65P 19.4   0.15 K14C9  58.05737   85.89213  253.70818    3.53147  0.1518073  0.29569026   2.2314031  5 E2014-U41    22   2 2013-2014 0.13 M-v 38h MPCLINUX   0000          2013 HP65          20141021
K13H82L 18.2   0.15 K14C9  35.76019  336.83155   21.22342   11.51053  0.2278040  0.27976076   2.3153226  2 E2014-U41    45   3 2007-2014 0.29 M-v 38h MPCADO     0000          2013 HL82          20141021
K13Q13J 15.7   0.15 K14C9 175.72268  189.00254   29.10900   10.97177  0.1683265  0.17769954   3.1333711  1 E2014-U41    48   5 2006-2014 0.55 M-v 38h MPCADO     0400          2013 QJ13          20141022
K14N41Z 16.3   0.15 K14C9   5.17602   89.78982  253.16529   13.77237  0.0631607  0.22472916   2.6793519  1 E2014-U41    67   5 2001-2014 0.36 M-v 38h MPCADO     0400          2014 NZ41          20141023
K14OI8X 18.1   0.15 K14C9  27.89011   69.07725  284.64248    0.56359  0.1671368  0.26683790   2.3894853  1 E2014-U41    61   5 2003-2014 0.36 M-v 38h MPCADO     0000          2014 OX188         20141023
K14Od2E 16.9   0.15 K14C9  28.86986  172.55268  202.52518    3.51774  0.3033391  0.24077015   2.5589843  1 E2014-U41    60   5 1977-2014 0.51 M-v 38h MPCADO     0400          2014 OE392         20141023
K14P41O 15.2   0.15 K14C9   3.80502    3.75004  350.32949    9.49480  0.0898192  0.14647789   3.5641393  0 E2014-U41    84   6 2001-2014 0.31 M-v 38h MPCADO     0400          2014 PO41          20141023
K14Q00S 17.4   0.15 K14C9  65.89846   53.31022  229.39500    5.45857  0.0991976  0.25723793   2.4485710  1 E2014-U41    59   3 2007-2014 0.36 M-v 38h MPCLINUX   0000          2014 QS            20140923
K14Q01B 18.3   0.15 K14C9  61.73079  114.58652  180.92393    5.58459  0.2163871  0.29901307   2.2148412  3 E2014-U41    45   2 2007-2014 0.28 M-v 38h MPCLINUX   0000          2014 QB1           20141002
K14Q01D 17.7   0.15 K14C9  21.36326  164.19320  187.72788    5.52503  0.1874719  0.28991500   2.2609394  2 E2014-U41    50   2 2013-2014 0.21 M-v 38h MPCLINUX   0000          2014 QD1           20141015
K14Q01G 16.7   0.15 K14C9  85.45932  321.19889  303.44266   10.26489  0.1650606  0.23108571   2.6299893  3 E2014-U41    33   2 2007-2014 0.28 M-v 38h MPCLINUX   0000          2014 QG1           20140928
K14Q01L 17.3   0.15 K14C9  28.96630   34.39391  303.68649    8.01160  0.1888115  0.24162612   2.5529372  2 E2014-U41    41   2 2010-2014 0.26 M-v 38h MPCLINUX   0000          2014 QL1           20140924
K14Q01M 18.5   0.15 K14C9  54.03759   27.71850  279.00274    3.74354  0.2046620  0.27595279   2.3365739  4 E2014-U41    44   2 2007-2014 0.29 M-v 38h MPCLINUX   0000          2014 QM1           20141001
K14Q01S 15.7   0.15 K14C9  66.10510   27.78222  261.97166    8.33182  0.0713273  0.17612373   3.1520333  4 E2014-U41    20   2 2003-2014 0.19 M-v 38h MPCLINUX   0000          2014 QS1           20140831
